date,1,2,3,4,5
2013-10-31,0.00364727628193654,0.016772840975529085,0.008768981023953444,0.015699893937610645,0.04976934559343334
2013-11-29,0.0036223075187230562,0.016844185787728942,0.008692948009002378,0.015784513726661634,0.049721649278192497
2013-12-31,0.003696637874753174,0.01681686834812225,0.008441138215729449,0.01567653746009856,0.049999231194382925
2014-01-31,0.004007066348721418,0.013624983620974418,0.009021103591460983,0.02124589272803609,0.05300306406995318
2014-02-28,0.003975069891465955,0.013612928829862555,0.008922314991012505,0.02148884884452059,0.052893068942239684
2014-03-31,0.003945202401011946,0.01389714554624848,0.008850450246886453,0.021351382321645684,0.052840864508896065
2014-04-30,0.003921055998734781,0.013782016428507293,0.008836924911076809,0.021489757095487245,0.05285393805730161
2014-05-30,0.0040294818721042045,0.013592600232717874,0.008756266791734213,0.02175188733509993,0.05274539044751723
2014-06-30,0.004130010930442579,0.013787437653897148,0.008643612308433177,0.021525570490971545,0.0527777298470989
2014-07-31,0.004164432543260581,0.013778937210552905,0.008603182307094122,0.02135701810440617,0.05295674806539563
2014-08-29,0.004139366890927953,0.013735831439684942,0.008594214481390312,0.02146015688728412,0.05292985174885169
2014-09-30,0.004074940463640686,0.013717275691934067,0.008517521594333295,0.021456397306441582,0.05308561710308372
2014-10-31,0.004062091747686615,0.013849511618931668,0.008417780625649728,0.02144345599068932,0.0530689380796077
2014-11-28,0.0040889774261024196,0.0137831577724172,0.008472344425884121,0.021557213885756363,0.05294554093242828
2014-12-31,0.00407080259523363,0.013917277793326629,0.008463815257120323,0.0214499324625516,0.052944553417479834
2015-01-30,0.0040233341471464625,0.005602453412160659,0.024281750047111954,0.015478566496303331,0.05304207090198879
2015-02-27,0.0041620176035076254,0.0056394459022958855,0.024140152876622488,0.015742815827110773,0.05272958307812549
2015-03-31,0.0040637387537175145,0.005854927194807512,0.02396971849019184,0.015453553840542386,0.0530550335697599
2015-04-30,0.004042271254665402,0.005961358976219164,0.02391154770721865,0.015563995328949457,0.0529119815036692
2015-05-29,0.004084765026889787,0.006028985525401496,0.02381618643053473,0.0152731320343571,0.0531785496258703
2015-06-30,0.0040868827025226356,0.0061547779171912485,0.023770093451351025,0.015026812287761055,0.053338442986309166
2015-07-31,0.0041013623999143975,0.006037091875824426,0.024109485870450437,0.01505705055004276,0.05310595789081294
2015-08-31,0.0041330425882285865,0.005967015215133064,0.024209896286095267,0.015015570906989798,0.053095464632162824
2015-09-30,0.004109898035639053,0.005918937355664588,0.024353869650646644,0.014995162114385166,0.05305751980872919
2015-10-30,0.004058217306385057,0.005829960475655352,0.024431313949540644,0.015222450069700513,0.052901189593672515
2015-11-30,0.003986237404395094,0.0057844001147885965,0.02450155816312365,0.01527754147579544,0.05290041865820953
2015-12-31,0.004029016704877165,0.005852475761430628,0.024437757546533653,0.014983472365074435,0.053141053376737434
2016-01-29,0.0036295622944014644,0.008259479758945983,0.022889104742460316,0.0143875448375922,0.05312321884084605
2016-02-29,0.0036122415239394365,0.008352566033853587,0.02314905312889763,0.014347040078650907,0.05285400454754817
2016-03-31,0.0035746340943889404,0.008404800884790925,0.022807866875448838,0.014160039804487675,0.05333344502842846
2016-04-29,0.003446640131436511,0.008255351784719533,0.022770167690859974,0.01411359915199473,0.05369125801007525
2016-05-31,0.003381792285488248,0.008251382489342995,0.023018503569827747,0.014084045881004278,0.05356612613131948
2016-06-30,0.003334637782800332,0.008296579669696403,0.022907845202774817,0.0140444476462535,0.05370727421875242
2016-07-29,0.0034374859171131624,0.00821796549510569,0.022973628521694243,0.014222426459857584,0.05344585645839878
2016-08-31,0.0034767897881615483,0.008213303327508189,0.022998831849942173,0.014390948777575824,0.05322000944180651
2016-09-30,0.0034796302636081514,0.008123188295012984,0.02274461140727745,0.014126169981844672,0.05380086119298448
2016-10-31,0.003433655468221873,0.008126447116612203,0.022497544141963085,0.014333732493480278,0.05385837519391891
2016-11-30,0.003326379600704906,0.008234176170955333,0.022784464609197044,0.014336542837039107,0.05359688324302327
2016-12-30,0.003195308922776222,0.008056086997060358,0.02282776129013088,0.014488422406994352,0.05371519651205122
2017-01-31,0.003551243367285842,0.007704551089816929,0.022341824717149128,0.01504838419848866,0.05358817909897423
2017-02-28,0.0035683496847662617,0.007717927971887398,0.022335860141542943,0.015036010980557166,0.05357543723540048
2017-03-31,0.00355508221228883,0.0076645044449761,0.021843433333961035,0.014981056381300883,0.054140266960869224
2017-04-28,0.0035676140271791988,0.007595819216378271,0.02182622648945192,0.014946274685134722,0.05424668823080099
2017-05-31,0.0035528009400520506,0.007480904731973421,0.021764106312131905,0.014972272315735387,0.054406326331320386
2017-06-30,0.0036779418069582473,0.007598989296977511,0.021857667286514774,0.014624301950078753,0.05442686638812215
2017-07-31,0.003699457118083476,0.007715300045778454,0.021849707079432262,0.014596041651530885,0.054324464813118103
2017-08-31,0.0037062129410399985,0.0076719346214573145,0.0217604175547732,0.014527848539279409,0.05450962809892738
2017-09-29,0.0036900153227624097,0.0077349456266623765,0.02158625875582127,0.014432356204746564,0.05471504996558955
2017-10-31,0.0036633531139063967,0.007625166300805658,0.021843140618032404,0.014599595812447377,0.05445305821661132
2017-11-30,0.003636010622382867,0.007513973733902205,0.02155741369531683,0.015275048200281405,0.05417329511764833
2017-12-29,0.003710782570597601,0.008308220713490294,0.019582911055073426,0.016595674986505847,0.0542928002443324
2018-01-31,0.003695364843333279,0.006480884485879493,0.0167244397202281,0.02023223798398531,0.05453951693859664
2018-02-28,0.0036708373337626166,0.0065395822114127,0.016795665241212347,0.020303001657719384,0.05437048008001416
2018-03-30,0.0036542539928292638,0.006533074480227415,0.016647159785386306,0.020266153419133952,0.05456407430096162
2018-04-30,0.003656886249866985,0.006651552839673504,0.01655885957015718,0.020355077271006373,0.05443351002631164
2018-05-31,0.0036824781248187737,0.006439616803780582,0.01667209668888675,0.020328891374109842,0.05454412667729276
2018-06-29,0.0035559160729513664,0.006575246435899665,0.0167673156255556,0.02022759321820402,0.05455066020994491
2018-07-31,0.0035721304465659623,0.006626391043261547,0.016695377493890703,0.02018611342627117,0.05458952533939967
2018-08-31,0.003596512250113379,0.006577510360412231,0.016592768166598878,0.02025520420273525,0.05463728183680011
2018-09-28,0.003640390914910257,0.006642430845842861,0.016662327463604718,0.020168541091059037,0.054552542430943686
2018-10-31,0.0036686411128792956,0.006699443048926205,0.016582995895474035,0.02008255998534147,0.054624659546926344
2018-11-30,0.003333067664404529,0.0069771089328769685,0.014903393210094738,0.020153208876178684,0.054633221316445026
2018-12-31,0.0031848846956990173,0.006925893273609417,0.014897839317625242,0.020100339939912143,0.05489104277315421
2019-01-31,0.003192884571254855,0.006192729616293807,0.01567941073621828,0.01986409342429914,0.05507088165193387
2019-02-28,0.0031801042133715847,0.006213528681116122,0.01573952874103331,0.020017525778995276,0.05484931258548368
2019-03-29,0.003237057678145562,0.006271489805653128,0.015827650182601242,0.020041944972217864,0.05462185736138223
2019-04-30,0.003230717239033486,0.006300451230853136,0.015655792380014247,0.02018332412539067,0.05462971502470839
